% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:15"
% Table,Table 2 - orbital numbers
% scale,Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
0.76,25.60038459175981+1.4277403862537707E-6i,0.02212593780983189,0.19961635667642544,0.02209200603936418,0.004418831556117732,0.022314639234963036,4.726701436635975E-4,0.022248572341336325
0.76,25.666583149694503-3.207430481928748E-6i,-0.03357831659013989,2.117337061755569E-4,-0.034639069971716355,-0.3527047671143648,-0.0343404345539003,-0.021289978232377046,-0.035147679276634515
0.76,26.647384377769907+2.0153774891703065E-5i,-0.05698987669364125,0.0017979832194028665,0.1441477022772919,0.0013445656971269656,-0.0287727739865656,3.6688560966567803E-4,-0.002134224194051054
0.76,26.66494153392439+5.83793197498434E-6i,-0.651042936767885,4.205691748024429E-4,0.04015704923425568,2.5106201106267603E-4,0.029847542115433542,1.2137501208895517E-4,0.03400018319352733
0.76,27.21050048107943+1.763543063335395E-6i,-0.02710387363456275,0.03841420905385722,-0.026487899930040967,-0.00506458219264539,-0.02641553998805949,-0.004324853858699159,-0.02655700724350594
0.76,28.209544398633064+7.80352812328002E-7i,0.019044885812825978,-8.455078097944044E-5,-0.13812126590845816,-0.0011320509840839234,0.02235371445947153,7.072840546611741E-4,0.011744533873646056
0.76,28.257446109928928-4.674504632244916E-6i,-0.005557639569022396,-0.002121292013093617,0.03271526058326221,0.0018629686903998597,-0.3212504244948337,6.952334487540612E-4,0.03554059999865177
0.76,28.661210344559933+6.010956099725386E-5i,-0.03440650675596703,-0.03500882304301524,-0.03611212837111734,-0.341291050431692,-0.03749594825641023,-0.02365237977067966,-0.03738891755263268
0.78,22.378887745313914+1.1741367506217857E-7i,0.02485709990085837,0.24750549537490915,0.024936470997562285,0.0017502485992199693,0.02495243775815563,0.0016994991322417973,0.024914663871564713
0.78,23.750283185548266+7.016698727279589E-7i,0.6391862898850327,-3.169744188058717E-5,-0.03354279001571966,9.657508110744888E-6,-0.029358386245623633,-2.6250779159345964E-6,-0.033939442613815575
0.78,23.819991290267645+2.0784975692744272E-7i,-0.036196119937549225,-2.455835558421365E-4,0.3157212447708108,3.0152412137749324E-4,-0.03371115799429401,1.6167941987636216E-5,-0.010572151928106342
